,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,فجهان,مجتمع جهان فولاد سيرجان,774834,1196913907,8753091095065,7058,7410,7151,93,1.32,7313,255,3.61,6706,7410,1400-6-30,2021-09-21
1,پالايش,صندوق پالايشي يكم-سهام,32840,31910608,2361812499580,76750,76120,73400,-3350,-4.36,74010,-2740,-3.57,72880,76120,1400-6-30,2021-09-21
2,دي,بانك دي,24690,894548576,973689420279,1129,1119,1089,-40,-3.54,1088,-41,-3.63,1074,1119,1400-6-30,2021-09-21
3,شستا,سرمايه گذاري تامين اجتماعي,24110,115275085,1433804284410,12970,12930,12460,-510,-3.93,12440,-530,-4.09,12330,12990,1400-6-30,2021-09-21
4,وهامون,سرمايه گذاري هامون صبا,23792,82283514,304630564345,3548,3538,3725,177,4.99,3702,154,4.34,3510,3725,1400-6-30,2021-09-21
5,فسبزوار,پارس فولاد سبزوار,23531,5606058,207424146000,35240,37000,37000,1760,4.99,37000,1760,4.99,37000,37000,1400-6-30,2021-09-21
6,كيمياتك,آريان كيميا تك,23073,7108562,253206978440,33930,35620,35620,1690,4.98,35620,1690,4.98,35620,35620,1400-6-30,2021-09-21
7,لپارس,پارس‌ الكتريك‌,21598,13824287,2311041164540,168170,176570,168400,230,0.14,167170,-1000,-0.59,159770,176570,1400-6-30,2021-09-21
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,19599,9843564,1213510511950,128240,127340,122290,-5950,-4.64,123280,-4960,-3.87,122000,127340,1400-6-30,2021-09-21
9,فرابورس,فرابورس ايران,16640,65112453,2429948498332,35665,36480,37448,1783,5,37319,1654,4.64,36480,37448,1400-6-30,2021-09-21
10,خودرو,ايران‌ خودرو,14961,389768230,722960184246,1944,1910,1861,-83,-4.27,1855,-89,-4.58,1847,1940,1400-6-30,2021-09-21
11,توسن,توسعه سامانه ي نرم افزاري نگين,13368,2129182,19405364748,8680,9114,9114,434,5,9114,434,5,9114,9114,1400-6-30,2021-09-21
12,فولاد,فولاد مباركه اصفهان,13281,86617042,878695470420,10480,10480,10160,-320,-3.05,10140,-340,-3.24,9980,10580,1400-6-30,2021-09-21
13,سپيد,سپيد ماكيان,13249,5706968,330226069170,59700,60000,58120,-1580,-2.65,57860,-1840,-3.08,56760,60890,1400-6-30,2021-09-21
14,بركت,گروه دارويي بركت,13166,38004489,1336056553130,36890,36500,35050,-1840,-4.99,35160,-1730,-4.69,35050,36760,1400-6-30,2021-09-21
15,شتران,پالايش نفت تهران,12230,114198135,1148385739860,10100,10250,10180,80,0.79,10060,-40,-0.4,9830,10300,1400-6-30,2021-09-21
16,خساپا,سايپا,11245,352043629,610310512132,1814,1797,1727,-87,-4.8,1734,-80,-4.41,1724,1800,1400-6-30,2021-09-21
17,كرمان,س. توسعه و عمران استان كرمان,11072,353945362,419373881827,1215,1233,1181,-34,-2.8,1185,-30,-2.47,1155,1256,1400-6-30,2021-09-21
18,شپنا,پالايش نفت اصفهان,10875,78917512,953204062320,12420,12440,12110,-310,-2.5,12080,-340,-2.74,11810,12440,1400-6-30,2021-09-21
19,شبندر,پالايش نفت بندرعباس,10798,140995652,825159291870,6050,6070,5890,-160,-2.64,5850,-200,-3.31,5760,6080,1400-6-30,2021-09-21
20,فملي,ملي‌ صنايع‌ مس‌ ايران‌,10575,59302374,712300604200,12350,12350,12060,-290,-2.35,12010,-340,-2.75,11800,12420,1400-6-30,2021-09-21
21,حگردش,ريل گردش ايرانيان,10090,23288167,69000864951,3002,3010,2950,-52,-1.73,2963,-39,-1.3,2912,3040,1400-6-30,2021-09-21
22,سپيدار,سپيدار سيستم آسيا,9414,6014664,113784637287,19672,20000,19110,-562,-2.86,18918,-754,-3.83,18689,20270,1400-6-30,2021-09-21
23,خزر,فنرسازي‌زر,9148,38749145,826513091680,20710,21740,21740,1030,4.97,21330,620,2.99,20080,21740,1400-6-30,2021-09-21
24,وسپهر,سرمايه گذاري مالي سپهرصادرات,8812,32335589,273393446998,8108,8430,8513,405,5,8455,347,4.28,8220,8513,1400-6-30,2021-09-21
25,نوري,پتروشيمي نوري,7916,4035171,400359461680,103630,98600,99900,-3730,-3.6,99220,-4410,-4.26,98460,102600,1400-6-30,2021-09-21
26,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,7559,95836771,604050420650,6050,6350,6350,300,4.96,6300,250,4.13,6100,6350,1400-6-30,2021-09-21
27,بكاب,صنايع‌جوشكاب‌يزد,7461,3527333,885312680170,252290,264900,239680,-12610,-5,250990,-1300,-0.52,239680,264900,1400-6-30,2021-09-21
28,غزر,صنعتي زر ماكارون,7419,6058386,170279497230,27860,28500,28400,540,1.94,28110,250,0.9,26900,29000,1400-6-30,2021-09-21
29,كمند,صندوق س. با درآمد ثابت كمند,7180,284872661,2872223085123,10077,10083,10083,6,0.06,10082,5,0.05,10082,10085,1400-6-30,2021-09-21
30,وبملت,بانك ملت,7166,154000619,564133460101,3803,3800,3658,-145,-3.81,3663,-140,-3.68,3618,3805,1400-6-30,2021-09-21
31,صبا,سرمايه گذاري صبا تامين,6968,50827934,341962696302,7056,7090,6704,-352,-4.99,6728,-328,-4.65,6704,7090,1400-6-30,2021-09-21
32,آريا,پليمر آريا ساسول,6882,2514375,249599031114,103614,103604,99951,-3663,-3.54,99269,-4345,-4.19,98434,103605,1400-6-30,2021-09-21
33,قثابت,قند ثابت‌ خراسان‌,6768,115452957,395060539985,3291,3250,3455,164,4.98,3422,131,3.98,3250,3455,1400-6-30,2021-09-21
34,خپارس,پارس‌ خودرو,6705,254362841,273978760875,1123,1135,1080,-43,-3.83,1077,-46,-4.1,1067,1135,1400-6-30,2021-09-21
35,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,6627,33324453,161423812350,5060,5010,4810,-250,-4.94,4840,-220,-4.35,4810,5050,1400-6-30,2021-09-21
36,غنوش,نوش‌ مازندران‌,6315,14095891,608117989560,41600,43680,42810,1210,2.91,43140,1540,3.7,40400,43680,1400-6-30,2021-09-21
37,گدنا,تهيه توزيع غذاي دنا آفرين فدك,6010,4434498,92149435477,21679,21679,20596,-1083,-5,20780,-899,-4.15,20596,22100,1400-6-30,2021-09-21
38,امين,تامين سرمايه امين,5970,4104922,41041943870,9840,9990,10030,190,1.93,9990,150,1.52,9970,10070,1400-6-30,2021-09-21
39,حشكوه,دليجان طلايي شكوه پارس,5929,15789004,50639938883,3131,3136,3217,86,2.75,3207,76,2.43,3131,3224,1400-6-30,2021-09-21
