,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,25936,30406841,2186575379970,71880,71190,72560,680,0.95,71910,30,0.04,70300,72870,1400-8-25,2021-11-16
1,بورس,بورس اوراق بهادار تهران,23600,223153810,3329226406200,15520,14750,14750,-770,-4.96,14920,-600,-3.87,14750,15640,1400-8-25,2021-11-16
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,16315,10644654,1219794404660,114520,113490,115480,960,0.84,114590,70,0.06,111500,116490,1400-8-25,2021-11-16
3,شستا,سرمايه گذاري تامين اجتماعي,16025,74364772,813807468380,11090,10750,10970,-120,-1.08,10940,-150,-1.35,10670,11190,1400-8-25,2021-11-16
4,فرابورس,فرابورس ايران,11403,35576510,803867703884,22433,21570,22890,457,2.04,22595,162,0.72,21312,23549,1400-8-25,2021-11-16
5,كالا,بورس كالاي ايران,11001,36950835,1199337263260,33380,31720,32300,-1080,-3.24,32460,-920,-2.76,31720,34600,1400-8-25,2021-11-16
6,انرژي3,سايراشخاص بورس انرژي,10749,18911751,1836059521360,96120,91320,100920,4800,4.99,97090,970,1.01,91320,100920,1400-8-25,2021-11-16
7,وهامون,سرمايه گذاري هامون صبا,9941,7887354,22804736319,2859,2835,2889,30,1.05,2891,32,1.12,2830,2940,1400-8-25,2021-11-16
8,شفنح,ح . پتروشيمي فناوران,9656,62671894,828669895939,1000,13720,12949,11949,1194.9,13222,12222,1222.2,12810,13999,1400-8-25,2021-11-16
9,بركت,گروه دارويي بركت,9621,25185493,618614724080,24210,24620,24680,470,1.94,24560,350,1.45,23800,25230,1400-8-25,2021-11-16
10,توسن,توسعه سامانه ي نرم افزاري نگين,9113,4716683,83952240717,16952,17799,17799,847,5,17799,847,5,17799,17799,1400-8-25,2021-11-16
11,فسبزوار,پارس فولاد سبزوار,8219,4345071,153418994270,35170,35150,35400,230,0.65,35310,140,0.4,35150,35450,1400-8-25,2021-11-16
12,كمند,صندوق س. با درآمد ثابت كمند,7952,349276328,3512067091877,10049,10056,10056,7,0.07,10055,6,0.06,10055,10056,1400-8-25,2021-11-16
13,فجهان,مجتمع جهان فولاد سيرجان,7716,25215239,145898110408,5850,5776,5786,-64,-1.09,5786,-64,-1.09,5738,5853,1400-8-25,2021-11-16
14,وبملت,بانك ملت,7467,155350180,487458077611,3181,3099,3112,-69,-2.17,3138,-43,-1.35,3080,3222,1400-8-25,2021-11-16
